quotes,authors,categories
"As all human beings are, in my view, creatures of God's design, we must respect all other human beings. That does not mean I have to agree with their choices or agree with their opinions, but indeed I respect them as human beings.",Stockwell Day,Respect
"But really, we also need to learn how to love one another as women. How to appreciate and respect each other.",Chaka Khan,Respect
"The person who comes up to you and makes the most noise and is the most intrusive is invariably the person in the room who has no respect for you at all, and it's really all about them.",Robbie Coltrane,Respect
"Go up close to your friend, but do not go over to him! We should also respect the enemy in our friend.",Friedrich Nietzsche,Respect
And the greatest lesson that mom ever taught me though was this one. She told me there would be times in your life when you have to choose between being loved and being respected. Now she said to always pick being respected.,Chris Christie,Respect
I always respect a woman.,Enrique Iglesias,Respect
"Our moral, religious, and political traditions are united in their respect for the dignity of human life.",Robert Casey,Respect
Men are so willing to respect anything that bores them.,Marilyn Monroe,Respect
"Americans have been conditioned to respect newness, whatever it costs them.",John Updike,Respect
People want to hear what I have to say and respect what I say.,Jennifer Capriati,Respect
"Assuredly, Loving Souls, you should go to God with all humility and respect, humbling yourselves in His presence, especially when you remember your past ingratitude and sins.",Alphonsus Liguori,Respect
"If we are not free, no one will respect us.",A. P. J. Abdul Kalam,Respect
America wants its respect.,Tupac Shakur,Respect
"I have nothing against respecting people who lived before, but we have no responsibility toward them.",Leon Kass,Respect
Let every man be respected as an individual and no man idolized.,Albert Einstein,Respect
"Be peaceful, be courteous, obey the law, respect everyone; but if someone puts his hand on you, send him to the cemetery.",Malcolm X,Respect
"I have great respect for the past. If you don't know where you've come from, you don't know where you're going. I have respect for the past, but I'm a person of the moment. I'm here, and I do my best to be completely centered at the place I'm at, then I go forward to the next place.",Maya Angelou,Respect
"Knowledge will give you power, but character respect.",Bruce Lee,Respect
"The bond that links your true family is not one of blood, but of respect and joy in each other's life.",Richard Bach,Respect
"I believe that working with good people matters because then the work environment is good. If there is a sense of respect and belief among the people you work with, that is when good work is done.",Ranbir Kapoor,Respect
"There can be no failure to a man who has not lost his courage, his character, his self respect, or his self-confidence. He is still a King.",Orison Swett Marden,Respect
I've been so lucky to work with such great people: people that are such hard workers and have such a respect and appreciation for one another.,Blake Lively,Respect
"I have seen many storms in my life. Most storms have caught me by surprise, so I had to learn very quickly to look further and understand that I am not capable of controlling the weather, to exercise the art of patience and to respect the fury of nature.",Paulo Coelho,Respect
"Well, I have great respect for Senator Hirono.",John Kennedy,Respect
"Be a warrior when it comes to delivering on your ambitions. And a saint when it comes to treating people with respect, modeling generosity, and showing up with outright love.",Robin S. Sharma,Respect
"I write for those women who do not speak, for those who do not have a voice because they were so terrified, because we are taught to respect fear more than ourselves. We've been taught that silence would save us, but it won't.",Audre Lorde,Respect
"Without feelings of respect, what is there to distinguish men from beasts?",Confucius,Respect
"We have tolerance, respect, and equality in our written laws but not in the hearts of some of our people.",Ruby Bridges,Respect
A child who is allowed to be disrespectful to his parents will not have true respect for anyone.,Billy Graham,Respect
Do we not realize that self respect comes with self reliance?,A. P. J. Abdul Kalam,Respect
"Life is supposed to be about love and good times, and so I've forgiven myself after paying the consequences of my bad decisions, and I'm ready to move forward and allow my life to be a light to others that it's never over, even for a person like me, who has lost a tremendous amount of respect among my peers, my fans, my friends and family.",Jon Jones,Respect
"If we desire respect for the law, we must first make the law respectable.",Louis D. Brandeis,Respect
"Football is like life - it requires perseverance, self-denial, hard work, sacrifice, dedication and respect for authority.",Vince Lombardi,Respect
"My father used to have an expression. He'd say, 'Joey, a job is about a lot more than a paycheck. It's about your dignity. It's about respect. It's about your place in your community.'",Joe Biden,Respect
"We all require and want respect, man or woman, black or white. It's our basic human right.",Aretha Franklin,Respect
Respect for the rights of others means peace.,Benito Juarez,Respect
If you have ten thousand regulations you destroy all respect for the law.,Winston Churchill,Respect
A great chef is an artist that I truly respect.,Robert Stack,Respect
"Moral authority comes from following universal and timeless principles like honesty, integrity, treating people with respect.",Stephen Covey,Respect
"When you practice gratefulness, there is a sense of respect toward others.",Dalai Lama,Respect
